show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description,month_added,duration_movies,duration_tv
s65,Movie,Nightbooks,David Yarovesky,"Winslow Fegley, Lidya Jewett, Krysten Ritter",NULL,2021-09-15 00:00:00,2021,TV-PG,Children&FamilyMovies,Scary story fan Alex must tell a spine-tingling tale every night — or stay trapped with his new friend in a wicked witch's magical apartment forever.,September,103,103
s66,TV Show,Numberblocks,NULL,"Beth Chalmers, David Holt, Marcel McCalla, Teresa Gallagher",UnitedKingdom,2021-09-15 00:00:00,2021,TV-Y,Kids'TV,"In a place called Numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together.",September,6,6 Seasons
s67,TV Show,Raja Rasoi Aur Anya Kahaniyan,NULL,NULL,India,2021-09-15 00:00:00,2014,TV-G,"Docuseries,InternationalTVShows","Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat.",September,1,1 Season
s68,TV Show,Saved by the Bell,NULL,"Mark-Paul Gosselaar, Tiffani Thiessen, Mario Lopez, Lark Voorhies, Elizabeth Berkley, Dustin Diamond, Dennis Haskins",UnitedStates,2021-09-15 00:00:00,1994,TV-PG,"Kids'TV,TVComedies","From middle school to college, best friends Zack, Kelly, Slater, Jessie, Screech and Lisa take on the highs and lows of life together in this hit series.",September,9,9 Seasons
s69,Movie,Schumacher,"Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech",Michael Schumacher,NULL,2021-09-15 00:00:00,2021,TV-14,"Documentaries,InternationalMovies,SportsMovies","Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",September,113,113
s70,TV Show,Stories by Rabindranath Tagore,NULL,NULL,India,2021-09-15 00:00:00,2015,TV-PG,"InternationalTVShows,TVDramas",The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.,September,1,1 Season
s71,TV Show,Too Hot To Handle: Latino,NULL,Itatí Cantoral,NULL,2021-09-15 00:00:00,2021,TV-MA,"InternationalTVShows,RealityTV,RomanticTVShows","On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000.",September,1,1 Season
s72,Movie,A StoryBots Space Adventure,David A. Vargas,"Evan Spiridellis, Erin Fitzgerald, Jeff Gill, Fred Tatasciore, Evan Michael Lee, Jared Isaacman, Sian Proctor, Chris Sembroski, Hayley Arceneaux",NULL,2021-09-14 00:00:00,2021,TV-Y,Children&FamilyMovies,Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.,September,13,13
s73,TV Show,Jack Whitehall: Travels with My Father,NULL,"Jack Whitehall, Michael Whitehall",UnitedKingdom,2021-09-14 00:00:00,2021,TV-MA,"BritishTVShows,Docuseries,InternationalTVShows","Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.",September,5,5 Seasons
s74,Movie,King of Boys,Kemi Adetiba,"Sola Sobowale, Adesua Etomi, Remilekun ""Reminisce"" Safaru, Tobechukwu ""iLLbliss"" Ejiofor, Toni Tones, Paul Sambo, Jide Kosoko, Sharon Ooja",Nigeria,2021-09-14 00:00:00,2018,TV-MA,"Dramas,InternationalMovies","When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",September,182,182
s75,TV Show,The World's Most Amazing Vacation Rentals,NULL,NULL,NULL,2021-09-14 00:00:00,2021,TV-PG,RealityTV,"With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.",September,2,2 Seasons
s76,Movie,You vs. Wild: Out Cold,Ben Simms,"Bear Grylls, Jason Derek Prempeh",NULL,2021-09-14 00:00:00,2021,TV-G,Children&FamilyMovies,"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",September,106,106
s77,TV Show,Yowamushi Pedal,NULL,"Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama",Japan,2021-09-14 00:00:00,2013,TV-14,"AnimeSeries,InternationalTVShows","A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.",September,1,1 Season
s78,Movie,Little Singham - Black Shadow,Prakash Satam,"Sumriddhi Shukla, Jigna Bharadwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Annamaya Verma, Anamay Verma, Manoj Pandey",NULL,2021-09-11 00:00:00,2021,TV-Y7,"Children&FamilyMovies,Comedies",Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal’s new evil plans! Can his inner strength help him defeat the enemy?,September,48,48
s79,Movie,Tughlaq Durbar,Delhiprasad Deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",NULL,2021-09-11 00:00:00,2020,TV-14,"Comedies,Dramas,InternationalMovies",A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,September,145,145
s80,Movie,Tughlaq Durbar (Telugu),Delhiprasad Deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",NULL,2021-09-11 00:00:00,2021,TV-14,"Comedies,Dramas,InternationalMovies",A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,September,145,145
s81,Movie,Firedrake the Silver Dragon,Tomer Eshed,"Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie",NULL,2021-09-10 00:00:00,2021,TV-Y7,Children&FamilyMovies,"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",September,93,93
s82,Movie,Kate,Cedric Nicolas-Troyan,"Mary Elizabeth Winstead, Jun Kunimura, Woody Harrelson, Tadanobu Asano, Miyavi, Michiel Huisman, Miku Martineau",UnitedStates,2021-09-10 00:00:00,2021,R,Action&Adventure,"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",September,106,106
s83,TV Show,Lucifer,NULL,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis",UnitedStates,2021-09-10 00:00:00,2021,TV-14,"CrimeTVShows,TVComedies,TVDramas","Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",September,6,6 Seasons
s84,TV Show,Metal Shop Masters,NULL,Jo Koy,NULL,2021-09-10 00:00:00,2021,TV-MA,RealityTV,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",September,1,1 Season
s85,Movie,Omo Ghetto: the Saga,"JJC Skillz, Funke Akindele","Funke Akindele, Ayo Makun, Chioma Chukwuka Akpotha, Yemi Eberechi Alade, Blossom Chukwujekwu, Deyemi Okanlawon, Alexx Ekubo, Zubby Michael, Tina Mba, Femi Jacobs",Nigeria,2021-09-10 00:00:00,2020,TV-MA,"Action&Adventure,Comedies,Dramas","Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",September,147,147
s86,TV Show,Pokémon Master Journeys: The Series,NULL,"Ikue Otani, Sarah Natochenny, Zeno Robinson, Cherami Leigh, James Carter Cathcart, Michele Knotz, Rodger Parsons, Ray Chase, Casey Mongillo, Tara Sands",NULL,2021-09-10 00:00:00,2021,TV-Y7,"AnimeSeries,Kids'TV","As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they're on a journey to adventure!",September,1,1 Season
s87,Movie,Prey,Thomas Sieben,"David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach",NULL,2021-09-10 00:00:00,2021,TV-MA,"InternationalMovies,Thrillers",A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,September,87,87
s88,TV Show,Titipo Titipo,NULL,"Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun",NULL,2021-09-10 00:00:00,2019,TV-Y,"Kids'TV,KoreanTVShows",Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,September,2,2 Seasons
s89,Movie,Blood Brothers: Malcolm X & Muhammad Ali,Marcus Clarke,"Malcolm X, Muhammad Ali",NULL,2021-09-09 00:00:00,2021,PG-13,"Documentaries,SportsMovies","From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",September,96,96
s90,TV Show,Mighty Raju,NULL,"Julie Tejwani, Sabina Malik, Jigna Bhardwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Rajesh Kava",NULL,2021-09-09 00:00:00,2017,TV-Y7,Kids'TV,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!",September,4,4 Seasons
s91,Movie,Paradise Hills,Alice Waddington,"Emma Roberts, Danielle Macdonald, Awkwafina, Eiza González, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath",Spain UnitedStates,2021-09-09 00:00:00,2019,TV-MA,"Sci-Fi&Fantasy,Thrillers","Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",September,95,95
s92,Movie,The Women and the Murderer,"Mona Achache, Patricia Tourancheau",NULL,France,2021-09-09 00:00:00,2021,TV-14,"Documentaries,InternationalMovies",This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,September,92,92
s93,TV Show,Into the Night,NULL,"Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet Kurtuluş, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba Gaïa Kraghede Bellugi, Nabil Mallat",Belgium,2021-09-08 00:00:00,2021,TV-MA,"InternationalTVShows,TVDramas,TVMysteries",Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,September,2,2 Seasons
s94,Movie,JJ+E,Alexis Almström,"Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi",NULL,2021-09-08 00:00:00,2021,TV-MA,"Dramas,InternationalMovies,RomanticMovies","Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",September,91,91
s95,Movie,Show Dogs,Raja Gosnell,"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale",UnitedKingdom UnitedStates,2021-09-08 00:00:00,2018,PG,"Children&FamilyMovies,Comedies",A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,September,90,90
s96,TV Show,The Circle,NULL,Michelle Buteau,UnitedStates UnitedKingdom,2021-09-08 00:00:00,2021,TV-MA,RealityTV,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",September,3,3 Seasons
s97,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",UnitedStates,2021-09-07 00:00:00,2018,TV-MA,"Documentaries,Music&Musicals","Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",September,97,97
s98,TV Show,Kid Cosmic,NULL,"Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver",UnitedStates,2021-09-07 00:00:00,2021,TV-Y7,"Kids'TV,TVComedies,TVSci-Fi&Fantasy",A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.,September,2,2 Seasons
s99,TV Show,Octonauts: Above & Beyond,NULL,"Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt",UnitedKingdom,2021-09-07 00:00:00,2021,TV-Y,"BritishTVShows,Kids'TV","The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",September,1,1 Season
s100,TV Show,On the Verge,NULL,"Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi",France UnitedStates,2021-09-07 00:00:00,2021,TV-MA,"TVComedies,TVDramas","Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",September,1,1 Season
s101,TV Show,Tobot Galaxy Detectives,NULL,"Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow",NULL,2021-09-07 00:00:00,2019,TV-Y7,Kids'TV,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",September,2,2 Seasons
s102,Movie,Untold: Breaking Point,"Chapman Way, Maclain Way",NULL,UnitedStates,2021-09-07 00:00:00,2021,TV-MA,"Documentaries,SportsMovies","Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",September,80,80
s103,TV Show,Countdown: Inspiration4 Mission to Space,Jason Hehir,NULL,NULL,2021-09-06 00:00:00,2021,TV-14,"Docuseries,Science&NatureTV","From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",September,1,1 Season
s104,Movie,Shadow Parties,Yemi Amodu,"Jide Kosoko, Omotola Jalade-Ekeinde, Yemi Blaq, Sola Sobowale, Ken Erics, Toyin Aimakhu, Segun Arinze, Jibola Dabo, Rotimi Salami, Pa Jimi Solanke, Rachael Okonkwo, Bassey Okon, Lucien Morgan, Magdalena Korpas",NULL,2021-09-06 00:00:00,2020,TV-MA,"Dramas,InternationalMovies,Thrillers",A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,September,117,117
s105,TV Show,Tayo the Little Bus,NULL,"Robyn Slade, Kami Desilets",SouthKorea,2021-09-06 00:00:00,2016,TV-Y,"Kids'TV,KoreanTVShows","As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",September,2,2 Seasons
s106,Movie,Angamaly Diaries,Lijo Jose Pellissery,"Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese",India,2021-09-05 00:00:00,2017,TV-14,"Action&Adventure,Comedies,Dramas","After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",September,128,128
s107,TV Show,Bunk'd,NULL,"Peyton List, Karan Brar, Skai Jackson, Miranda May, Kevin G. Quinn, Nathan Arenas, Nina Lu",UnitedStates,2021-09-05 00:00:00,2021,TV-G,"Kids'TV,TVComedies","The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.",September,5,5 Seasons
s108,Movie,A Champion Heart,David de Vos,"Mandy Grace, David de Vos, Donna Rusch, Devan Key, Isabella Mancuso, Ariana Guido",UnitedStates,2021-09-04 00:00:00,2018,G,"Children&FamilyMovies,Dramas","When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",September,90,90
s109,TV Show,Dive Club,NULL,"Aubri Ibrag, Sana'a Shaik, Miah Madden, Mercy Cornwall, Georgia-May Davis, Ryan Harrison, Josh Heuston, Alexander Grant",Australia,2021-09-03 00:00:00,2021,TV-G,"Kids'TV,TVDramas,TeenTVShows","On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",September,1,1 Season
s110,TV Show,La casa de papel,NULL,"Úrsula Corberó, Itziar Ituño, Álvaro Morte, Paco Tous, Enrique Arce, Pedro Alonso, María Pedraza, Alba Flores, Miguel Herrán, Jaime Lorente, Esther Acebo, Darko Peric, Kiti Mánver",Spain,2021-09-03 00:00:00,2021,TV-MA,"CrimeTVShows,InternationalTVShows,Spanish-LanguageTVShows",Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.,September,5,5 Seasons
